"","service_id","service_description","service_schedule_name","service_schedule_type","service_schedule_typicality","rating_start_date","rating_end_date","rating_description"
"924","LRV422-2-Sa-01-NGLX","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"925","LRV422-3-Su-01-8ca649c3","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"926","LRV422-3-Su-01-KnrRvdNGLX","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"927","LRV422-3-Su-01-NGLX","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"928","LRV422-4-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"929","Orange-1-Snd","Sunday schedule (Orange Line maintenance)","Sunday (Orange Line maintenance)","Sunday",4,20220619,20221217,"Summer/Fall"
"930","Orange-1-Std","Saturday schedule (Orange Line maintenance)","Saturday (Orange Line maintenance)","Saturday",4,20220619,20221217,"Summer/Fall"
"931","Orange-1-Wkd","Weekday schedule (Orange Line maintenance)","Weekday (Orange Line maintenance)","Weekday",4,20220619,20221217,"Summer/Fall"
"932","Orange-1-WkdExd","Weekday schedule (Orange Line maintenance)","Weekday (Orange Line maintenance)","Weekday",4,20220619,20221217,"Summer/Fall"
"933","PRIV422-1-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"934","PRIV422-2-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"935","PRIV422-3-Su-01","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"936","RTL422-1-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"937","RTL422-2-Sa-01","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"938","RTL422-3-Su-01","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"939","RTL422-4-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"940","RTL422-5-Sa-01","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"941","RTL422-5-Sa-01-AlfHrd","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"942","RTL422-5-Sa-01-BrwJFK","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"943","RTL422-5-Sa-01-RdSksKnlSB","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"944","RTL422-6-Su-01","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"945","RTL422-6-Su-01-AlfHrd","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"946","RTL422-6-Su-01-BrwJFK","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"947","RTL422-6-Su-01-RdSksKnlSB","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"948","RTL422-7-Wdy-01","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220828,20221217,"Fall"
"949","RTL422-8-Sa-01","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220828,20221217,"Fall"
"950","RTL422-9-Su-01","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220828,20221217,"Fall"
"951","RTL422-A-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"952","RTL422-A-Sa-01-AstJFK","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",4,20220828,20221217,"Fall"
"953","RTL422-B-Sa-01","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220828,20221217,"Fall"
"954","RTL422-C-Su-01","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220828,20221217,"Fall"
"955","SPR22-N-Sa-1","Saturday schedule","Saturday","Saturday",1,20220523,NA,"Spring/Summer"
"956","SPR22-N-Sa-11","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,NA,"Spring/Summer"
"957","SPR22-N-Sa-17","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,NA,"Spring/Summer"
"958","SPR22-N-Sa-18","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,NA,"Spring/Summer"
"959","SPR22-N-Sa-26","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,NA,"Spring/Summer"
"960","SPR22-N-Su-1","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"961","SPR22-N-Su-1-S72","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"962","SPR22-N-Su-1-S9f","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"963","SPR22-N-Su-11","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,NA,"Spring/Summer"
"964","SPR22-N-Su-17","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,NA,"Spring/Summer"
"965","SPR22-N-Su-18","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,NA,"Spring/Summer"
"966","SPR22-N-Su-26","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,NA,"Spring/Summer"
"967","SPR22-N-Wdy-1","Weekday schedule","Weekday","Weekday",1,20220523,NA,"Spring/Summer"
"968","SPR22-N-Wdy-13","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"969","SPR22-N-Wdy-17","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"970","SPR22-N-Wdy-26","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"971","SPR22-S-Sa-1-S86","Saturday schedule","Saturday","Saturday",1,20220523,NA,"Spring/Summer"
"972","SPR22-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20220523,NA,"Spring/Summer"
"973","SPR22-S-Sa-1-Sc5","Saturday schedule","Saturday","Saturday",1,20220523,NA,"Spring/Summer"
"974","SPR22-S-Sa-21-ExtraFHStops-S86","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,NA,"Spring/Summer"
"975","SPR22-S-Sa-21-ExtraFHStops-Sc5","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,NA,"Spring/Summer"
"976","SPR22-S-Sa-21-Sb4","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,NA,"Spring/Summer"
"977","SPR22-S-Su-1","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"978","SPR22-S-Su-1-S86","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"979","SPR22-S-Su-1-S8f","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"980","SPR22-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"981","SPR22-S-Su-1-Sb6","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"982","SPR22-S-Su-1-Sc0","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"983","SPR22-S-Su-1-Sc5","Sunday schedule","Sunday","Sunday",1,20220523,NA,"Spring/Summer"
"984","SPR22-S-Su-21-ExtraFHStops-S86","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,NA,"Spring/Summer"
"985","SPR22-S-Su-21-ExtraFHStops-Sc5","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,NA,"Spring/Summer"
"986","SPR22-S-Su-21-Sb4","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,NA,"Spring/Summer"
"987","SPR22-S-Su-78","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,NA,"Spring/Summer"
"988","SPR22-S-Wdy-16-S86","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"989","SPR22-S-Wdy-16-Sb4","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"990","SPR22-S-Wdy-16-Sc5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"991","SPR22-S-Wdy-23","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"992","SPR22-S-Wdy-7","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"993","SPR22-S-Wdy-7OL-Sb4","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,NA,"Spring/Summer"
"994","Spring/SummerSaturday","Saturday schedule","Saturday","Saturday",1,20220523,NA,"Spring/Summer"
"995","Spring/SummerWeekday","Weekday schedule","Weekday","Weekday",1,20220523,NA,"Spring/Summer"
"996","SummerSaturday","Saturday schedule","Saturday","Saturday",1,20220523,20220827,"Summer"
"997","SummerSunday","Sunday schedule","Sunday","Sunday",1,20220523,20220827,"Summer"
"998","SummerWeekday","Weekday schedule","Weekday","Weekday",1,20220523,20220827,"Summer"
"999","ThanksgivingDay","Holiday (Sunday schedule)","Holiday","Sunday",3,20220828,20221217,"Fall"
"1000","BUS422-hbc42fr1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1001","BUS422-hbc42wk1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1002","BUS422-hbs42sf1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220828,20221217,"Fall"
"1003","BUS422-hbs42sn1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220828,20221217,"Fall"
"1004","BUS422-hbs42sp1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1005","BUS422-hbs42sp6-Sa-02","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"1006","BUS422-hbs42sp7-Su-02","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"1007","BUS422-hbs42sw1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1008","BUS422-hbs42sw6-Sa-02","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"1009","BUS422-hbs42sw7-Su-02","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"1010","Boat-EastBoston-Sa-Fll-22","Saturday schedule","Saturday","Saturday",1,20220828,NA,"Fall"
"1011","Boat-EastBoston-Su-Fll-22","Sunday schedule","Sunday","Sunday",1,20220828,NA,"Fall"
"1012","Boat-EastBoston-Wdy-Fll-22","Weekday schedule","Weekday","Weekday",1,20220828,NA,"Fall"
"1013","Boat-F1-Wdy-Fll-22","Weekday schedule","Weekday","Weekday",1,20220828,NA,"Fall"
"1014","Boat-F4-Sa-Fll-22","Saturday schedule","Saturday","Saturday",1,20220828,NA,"Fall"
"1015","Boat-F4-Su-Fll-22","Sunday schedule","Sunday","Sunday",1,20220828,NA,"Fall"
"1016","Boat-F4-Wdy-Fll-22","Weekday schedule","Weekday","Weekday",1,20220828,NA,"Fall"
"1017","CR-Newburyport-LynnShuttle-Snd","Sunday schedule","Sunday","Sunday",4,20220523,NA,"Spring/Summer"
"1018","CR-Newburyport-LynnShuttle-Std","Saturday schedule","Saturday","Saturday",4,20220523,NA,"Spring/Summer"
"1019","CR-Newburyport-LynnShuttle-Wkd","Weekday schedule","Weekday","Weekday",4,20220523,NA,"Spring/Summer"
"1020","FLL 22-N-Sa-1-S6d","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"1021","FLL 22-N-Sa-1-S72","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"1022","FLL 22-N-Sa-5","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20221017,NA,"Fall/Winter"
"1023","FLL 22-N-Sa-6","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20221017,NA,"Fall/Winter"
"1024","FLL 22-N-Sa-8","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20221017,NA,"Fall/Winter"
"1025","FLL 22-N-Su-1-S6d","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1026","FLL 22-N-Su-1-S72","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1027","FLL 22-N-Su-5","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20221017,NA,"Fall/Winter"
"1028","FLL 22-N-Su-6","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20221017,NA,"Fall/Winter"
"1029","FLL 22-N-Su-8","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20221017,NA,"Fall/Winter"
"1030","FLL 22-N-Wdy-1","Weekday schedule","Weekday","Weekday",1,20221017,NA,"Fall/Winter"
"1031","FLL 22-N-Wdy-5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20221017,NA,"Fall/Winter"
"1032","FLL 22-N-Wdy-6","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20221017,NA,"Fall/Winter"
"1033","FLL 22-N-Wdy-7","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20221017,NA,"Fall/Winter"
"1034","FLL 22-S-Sa-1","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"1035","FLL 22-S-Sa-1-S859962ef-MddStpBrr","Saturday schedule","Saturday","Saturday",4,20221017,NA,"Fall/Winter"
"1036","FLL 22-S-Sa-1-S86","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"1037","FLL 22-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"1038","FLL 22-S-Sa-1-Sb7371956-BrrSthStnSsdGrh","Saturday schedule (construction)","Saturday (construction)","Saturday",4,20221017,NA,"Fall/Winter"
"1039","FLL 22-S-Sa-1-Sc5","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"1040","FLL 22-S-Sa-1-Sc9a3b080-KnnStpAtBrr","Saturday schedule","Saturday","Saturday",4,20221017,NA,"Fall/Winter"
"1041","FLL 22-S-Su-1","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1042","FLL 22-S-Su-1-S859962ef-MddStpBrr","Sunday schedule","Sunday","Sunday",4,20221017,NA,"Fall/Winter"
"1043","FLL 22-S-Su-1-S86","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1044","FLL 22-S-Su-1-S8f","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1045","FLL 22-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1046","FLL 22-S-Su-1-Sb6","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1047","FLL 22-S-Su-1-Sb7371956-BrrSthStnSsdGrh","Sunday schedule (construction)","Sunday (construction)","Sunday",4,20221017,NA,"Fall/Winter"
"1048","FLL 22-S-Su-1-Sc0","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1049","FLL 22-S-Su-1-Sc5","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"1050","FLL 22-S-Su-1-Sc9a3b080-KnnStpAtBrr","Sunday schedule","Sunday","Sunday",4,20221017,NA,"Fall/Winter"
"1051","FLL 22-S-Wdy-70","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20221017,NA,"Fall/Winter"
"1052","FllSnd","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"1053","FllStd","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"1054","FllWkd","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1055","FlrStd","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"1056","FlrWkd","Weekday schedule","Weekday","Weekday",1,20221017,NA,"Fall/Winter"
"1057","Green-C-SeptUnionSq-Sa-NGLX","Saturday schedule (Green Line D construction)","Saturday (Green Line D construction)","Saturday",1,20220619,20220827,"Summer"
"1058","Green-C-SeptUnionSq-Su-NGLX","Sunday schedule (Green Line D construction)","Sunday (Green Line D construction)","Sunday",1,20220619,20220827,"Summer"
"1059","Green-C-SeptUnionSq-Wdy-NGLX","Weekday schedule (Green Line D construction)","Weekday (Green Line D construction)","Weekday",1,20220619,20220827,"Summer"
"1060","LRV422-hlb42011-Wdy-01-3a38125a","Weekday schedule","Weekday","Weekday",4,20220828,20221217,"Fall"
"1061","LRV422-hlb42011-Wdy-01-NGLX","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1062","LRV422-hlb42016-Sa-01-3a38125a","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"1063","LRV422-hlb42016-Sa-01-NGLX","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"1064","LRV422-hlb42017-Su-01-3a38125a","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"1065","LRV422-hlb42017-Su-01-NGLX","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"1066","LRV422-hlm42011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1067","PRIV422-hpa42011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1068","PRIV422-hpj42011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"1069","PRIV422-hpj42017-Su-01","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"1070","RTL422-hmb42l31-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"1071","RTL422-hmb42l31-Sa-01-2fc56662","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",4,20220828,20221217,"Fall"
"1072","RTL422-hmo42l31-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"1073","RTL422-hms42016-Sa-01","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"1074","RTL422-hms42016-Sa-01-AlfHrd","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"1075","RTL422-hms42016-Sa-01-AstJFK","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"1076","RTL422-hms42017-Su-01","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"1077","RTL422-hms42017-Su-01-AlfHrd","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"1078","RTL422-hms42017-Su-01-AstJFK","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"1079","RTL422-hms42l31-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"1080","SPR22-N-Sa-1","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"1081","SPR22-N-Sa-1-S72","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"1082","SPR22-N-Sa-27-S6d","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,20221016,"Spring/Summer"
"1083","SPR22-N-Sa-27-S9d378dcf-BvRckDn","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,20221016,"Spring/Summer"
"1084","SPR22-N-Su-1","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"1085","SPR22-N-Su-1-S72","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"1086","SPR22-N-Su-26","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,20221016,"Spring/Summer"
"1087","SPR22-N-Su-27-S6d","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,20221016,"Spring/Summer"
"1088","SPR22-N-Su-27-S9d378dcf-BvRckDn","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,20221016,"Spring/Summer"
"1089","SPR22-N-Wdy-1","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"1090","SPR22-N-Wdy-1-S72","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"1091","SPR22-N-Wdy-26-S6d","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"1092","SPR22-N-Wdy-26-S9f","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"1093","SPR22-N-Wdy-27","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"1094","SPR22-S-Sa-1","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"1095","SPR22-S-Sa-1-S859962ef-MddStpBrr","Saturday schedule","Saturday","Saturday",4,20220523,20221016,"Spring/Summer"
"1096","SPR22-S-Sa-1-S86","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"1097","SPR22-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"1098","SPR22-S-Sa-1-Sb7371956-BrrSthStnSsdGrh","Saturday schedule (construction)","Saturday (construction)","Saturday",4,20220523,20221016,"Spring/Summer"
"1099","SPR22-S-Sa-1-Sc5","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"1100","SPR22-S-Sa-1-Sc9a3b080-KnnStpAtBrr","Saturday schedule","Saturday","Saturday",4,20220523,20221016,"Spring/Summer"
"1101","SPR22-S-Su-1","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"1102","SPR22-S-Su-1-S859962ef-MddStpBrr","Sunday schedule","Sunday","Sunday",4,20220523,20221016,"Spring/Summer"
"1103","SPR22-S-Su-1-S86","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"1104","SPR22-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"1105","SPR22-S-Su-1-Sb7371956-BrrSthStnSsdGrh","Sunday schedule (construction)","Sunday (construction)","Sunday",4,20220523,20221016,"Spring/Summer"
"1106","SPR22-S-Su-1-Sc5","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"1107","SPR22-S-Su-1-Sc9a3b080-KnnStpAtBrr","Sunday schedule","Sunday","Sunday",4,20220523,20221016,"Spring/Summer"
"1108","SPR22-S-Wdy-1","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"1109","SPR22-S-Wdy-1-S8f","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"1110","SPR22-S-Wdy-1-Sb6","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"1111","SPR22-S-Wdy-1-Sc0","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"1112","SPR22-S-Wdy-16-S86","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"1113","SPR22-S-Wdy-16-Sb4","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"1114","SPR22-S-Wdy-16-Sc5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"1115","ThgD","Holiday (Sunday schedule)","Holiday","Sunday",3,20220828,20221217,"Fall"
"1116","VeteransDay-DfrThgD","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220828,20221217,"Fall"
